subj_role,subj_department,subj_clearance,subj_years_exp,subj_cert_active,subj_age,obj_type,obj_sensitivity,obj_department,obj_contains_pii,env_hour,env_is_emergency,env_location,env_access_freq_last_hour,action,decision
researcher,research,2,32,True,35,research_data,3,research,False,9,True,remote,10,delete,DENY
pharmacist,cardiology,4,0,True,43,prescription,4,cardiology,False,18,False,hospital_network,19,read,ALLOW
admin,admin_office,5,18,True,25,medical_image,5,admin_office,False,12,False,remote,30,delete,DENY
doctor,research,3,18,True,23,prescription,5,research,True,15,False,office_network,20,read,ALLOW
nurse,admin_office,2,17,True,36,research_data,2,oncology,False,3,False,remote,17,delete,DENY
doctor,oncology,3,39,False,25,medical_record,5,oncology,True,16,False,office_network,4,delete,DENY
nurse,research,1,7,False,51,lab_result,4,research,True,9,False,office_network,15,share,DENY
pharmacist,admin_office,3,13,True,64,research_data,4,oncology,True,1,False,hospital_network,36,write,DENY
nurse,general,3,0,False,38,prescription,2,oncology,False,9,True,office_network,28,read,DENY
doctor,cardiology,4,31,False,62,lab_result,5,cardiology,False,17,False,office_network,5,read,ALLOW
researcher,research,2,27,True,31,research_data,2,research,False,11,True,office_network,18,share,DENY
doctor,oncology,2,3,True,57,medical_record,2,oncology,True,17,False,remote,7,read,ALLOW
researcher,research,2,38,True,61,billing,1,research,True,10,False,hospital_network,19,share,DENY
pharmacist,research,3,35,True,60,medical_record,5,cardiology,True,9,False,hospital_network,41,read,DENY
doctor,cardiology,5,10,False,50,lab_result,2,research,True,0,False,remote,20,delete,DENY
researcher,research,3,1,True,23,lab_result,3,cardiology,False,8,False,office_network,19,delete,DENY
admin,admin_office,4,14,True,58,billing,3,admin_office,False,17,False,hospital_network,12,delete,DENY
admin,admin_office,2,28,True,26,billing,5,admin_office,True,11,False,office_network,4,write,ALLOW
pharmacist,cardiology,2,2,True,52,prescription,4,cardiology,False,17,False,office_network,10,read,ALLOW
patient,cardiology,3,14,False,31,research_data,4,research,False,2,False,office_network,48,read,DENY
nurse,admin_office,5,20,False,30,medical_record,4,admin_office,True,18,False,office_network,10,read,ALLOW
admin,admin_office,3,31,True,40,lab_result,2,oncology,False,6,False,remote,19,delete,DENY
admin,admin_office,5,6,False,51,billing,5,admin_office,True,8,False,hospital_network,18,read,ALLOW
doctor,oncology,4,31,True,23,research_data,3,cardiology,True,2,False,remote,41,write,DENY
admin,admin_office,5,31,False,49,medical_image,5,general,True,4,False,remote,23,write,DENY
patient,oncology,3,15,False,38,medical_record,1,oncology,True,8,True,office_network,11,write,DENY
pharmacist,research,2,16,False,61,medical_record,5,admin_office,True,5,True,office_network,49,delete,DENY
nurse,research,1,29,False,39,prescription,2,cardiology,True,8,False,hospital_network,42,write,DENY
doctor,cardiology,2,31,False,62,billing,1,oncology,True,2,False,hospital_network,48,delete,DENY
patient,general,5,5,True,46,medical_record,2,general,True,12,False,hospital_network,7,read,ALLOW
patient,cardiology,2,14,False,49,medical_image,3,oncology,True,1,False,office_network,25,delete,DENY
patient,research,1,22,False,51,medical_record,2,research,False,10,False,office_network,12,share,DENY
admin,admin_office,2,15,False,29,billing,4,admin_office,True,15,True,remote,14,share,DENY
pharmacist,general,3,28,True,54,prescription,5,general,True,15,False,office_network,4,share,DENY
doctor,research,3,0,False,24,medical_image,3,oncology,True,19,False,office_network,14,delete,DENY
doctor,general,1,31,False,55,prescription,2,research,True,7,True,hospital_network,21,delete,DENY
nurse,oncology,4,8,True,27,prescription,3,cardiology,True,16,False,remote,49,read,DENY
pharmacist,oncology,4,6,True,37,lab_result,3,oncology,True,4,True,remote,1,read,DENY
doctor,general,2,3,False,38,lab_result,4,general,True,10,False,hospital_network,12,write,ALLOW
doctor,research,2,7,True,55,medical_record,5,research,False,17,False,office_network,20,write,ALLOW
researcher,research,3,20,True,50,prescription,2,cardiology,True,3,False,office_network,45,read,DENY
patient,admin_office,5,9,True,51,medical_image,3,general,True,15,False,office_network,26,write,DENY
patient,general,1,14,False,33,prescription,2,admin_office,True,22,False,hospital_network,1,write,DENY
doctor,general,2,6,True,24,research_data,2,oncology,True,0,False,remote,38,read,DENY
admin,admin_office,2,33,False,40,billing,2,admin_office,True,9,False,remote,12,write,DENY
admin,admin_office,1,40,True,41,prescription,3,oncology,True,4,False,remote,18,delete,DENY
pharmacist,research,2,29,True,43,research_data,4,oncology,False,19,False,hospital_network,48,read,DENY
doctor,oncology,1,29,False,25,medical_image,3,cardiology,True,8,False,remote,41,delete,DENY
patient,general,1,8,False,57,medical_record,1,general,True,8,True,hospital_network,9,read,ALLOW
nurse,general,5,39,False,47,lab_result,2,general,True,9,False,office_network,0,read,ALLOW
patient,research,5,37,False,62,lab_result,4,oncology,True,19,True,remote,41,write,DENY
doctor,oncology,4,20,True,64,billing,2,oncology,True,18,False,office_network,32,read,DENY
doctor,cardiology,4,25,True,65,lab_result,3,cardiology,False,8,True,hospital_network,19,read,ALLOW
doctor,admin_office,2,26,False,29,lab_result,3,admin_office,True,15,False,office_network,8,delete,DENY
researcher,research,2,37,False,40,research_data,4,research,False,9,True,remote,0,write,DENY
patient,research,3,19,False,36,medical_record,2,research,False,18,False,remote,8,write,DENY
pharmacist,research,1,3,False,52,prescription,3,research,True,12,True,hospital_network,9,write,DENY
admin,admin_office,1,11,True,63,billing,3,admin_office,True,14,False,office_network,15,write,ALLOW
doctor,oncology,2,7,False,46,medical_record,3,admin_office,False,22,False,remote,34,delete,DENY
researcher,research,1,17,False,48,research_data,4,research,False,12,False,remote,7,write,DENY
doctor,cardiology,5,11,True,35,lab_result,2,admin_office,True,19,False,remote,31,share,DENY
admin,admin_office,2,38,True,52,billing,4,admin_office,False,18,False,office_network,18,read,ALLOW
patient,cardiology,4,9,False,53,prescription,4,cardiology,True,22,False,remote,18,share,DENY
patient,admin_office,3,28,False,61,billing,1,general,True,13,False,hospital_network,47,read,DENY
admin,admin_office,4,6,True,36,billing,2,admin_office,True,16,False,office_network,10,read,ALLOW
admin,admin_office,1,19,True,23,research_data,2,cardiology,True,20,False,office_network,44,share,DENY
researcher,research,1,14,True,58,research_data,4,research,False,8,False,office_network,0,delete,DENY
pharmacist,cardiology,1,30,False,43,research_data,2,oncology,False,23,True,office_network,49,write,DENY
pharmacist,admin_office,1,13,True,48,prescription,3,admin_office,True,11,False,remote,3,delete,DENY
doctor,cardiology,1,10,False,52,prescription,4,cardiology,True,14,True,office_network,6,read,ALLOW
researcher,research,1,12,False,64,research_data,2,research,True,15,False,remote,10,read,DENY
researcher,research,5,34,True,38,prescription,2,cardiology,True,12,False,remote,17,delete,DENY
doctor,admin_office,4,35,True,26,prescription,4,admin_office,True,17,True,hospital_network,16,read,ALLOW
admin,admin_office,1,8,False,22,lab_result,3,general,True,1,False,hospital_network,42,read,DENY
patient,general,3,40,True,38,medical_record,2,general,True,15,False,remote,15,delete,DENY
researcher,research,3,5,False,50,research_data,1,research,False,9,False,remote,2,read,DENY
nurse,oncology,1,30,True,56,medical_record,3,oncology,True,13,False,office_network,10,write,DENY
pharmacist,cardiology,4,12,True,52,prescription,1,cardiology,True,16,False,office_network,2,delete,DENY
pharmacist,general,1,13,True,49,prescription,2,general,True,16,False,office_network,14,share,DENY
researcher,research,4,40,False,41,prescription,3,oncology,True,12,True,office_network,2,read,DENY
doctor,admin_office,5,22,False,22,lab_result,2,admin_office,True,18,False,remote,20,read,DENY
patient,research,5,32,True,22,medical_record,2,research,True,15,True,office_network,14,read,ALLOW
pharmacist,oncology,1,3,True,26,prescription,3,oncology,True,12,False,remote,5,write,DENY
admin,admin_office,1,5,False,57,billing,3,admin_office,True,18,False,remote,10,read,DENY
pharmacist,cardiology,5,25,False,43,prescription,3,cardiology,True,8,False,remote,19,write,DENY
admin,admin_office,2,0,False,65,billing,4,admin_office,True,17,False,remote,18,write,DENY
pharmacist,research,1,4,False,50,prescription,2,research,True,18,False,remote,18,read,DENY
nurse,oncology,4,4,False,54,lab_result,3,oncology,True,12,False,remote,10,share,DENY
researcher,research,4,23,True,30,medical_record,5,general,True,7,False,hospital_network,50,share,DENY
researcher,research,2,31,True,53,research_data,1,research,False,17,False,remote,18,read,ALLOW
pharmacist,admin_office,5,15,True,48,prescription,4,admin_office,False,9,True,remote,18,read,ALLOW
doctor,research,1,2,True,24,medical_record,4,general,True,21,True,hospital_network,48,delete,DENY
admin,admin_office,2,34,True,27,prescription,2,general,True,9,False,hospital_network,50,delete,DENY
pharmacist,research,3,30,True,64,prescription,4,research,True,13,False,hospital_network,0,read,ALLOW
admin,admin_office,4,20,True,41,billing,2,admin_office,True,15,False,office_network,10,write,ALLOW
nurse,research,3,29,False,26,lab_result,2,research,False,13,True,hospital_network,10,write,DENY
nurse,oncology,2,32,False,29,medical_record,1,oncology,True,15,False,hospital_network,2,delete,DENY
researcher,research,4,17,True,49,research_data,3,research,False,9,False,office_network,18,write,DENY
patient,general,3,32,True,56,medical_image,4,oncology,False,2,False,office_network,26,read,DENY
researcher,research,5,33,True,34,research_data,2,research,False,11,False,remote,19,read,ALLOW
nurse,research,2,26,True,45,medical_record,1,research,True,9,False,office_network,2,read,ALLOW
pharmacist,oncology,5,37,True,55,medical_image,4,oncology,True,16,False,remote,14,share,DENY
pharmacist,cardiology,5,7,True,37,lab_result,4,admin_office,True,0,False,office_network,17,read,DENY
doctor,cardiology,2,18,False,26,research_data,4,cardiology,True,19,False,remote,36,share,DENY
pharmacist,general,4,10,False,58,research_data,4,research,True,21,False,office_network,48,read,DENY
pharmacist,oncology,3,36,True,46,billing,2,general,True,12,False,hospital_network,1,read,DENY
admin,admin_office,3,28,True,41,billing,3,research,True,12,False,office_network,23,read,ALLOW
researcher,research,4,4,False,54,medical_record,4,oncology,False,7,False,hospital_network,11,write,DENY
pharmacist,cardiology,4,22,True,61,prescription,2,cardiology,True,12,False,remote,10,read,ALLOW
admin,admin_office,4,6,True,57,research_data,2,oncology,True,8,False,remote,29,share,DENY
researcher,research,1,20,False,41,research_data,3,cardiology,False,10,False,office_network,37,write,DENY
doctor,general,5,35,False,38,prescription,2,general,True,12,False,remote,20,read,DENY
patient,general,3,16,True,37,medical_record,2,general,False,13,False,hospital_network,4,write,DENY
pharmacist,general,4,4,True,44,prescription,3,general,True,14,False,hospital_network,8,read,ALLOW
researcher,research,3,34,True,36,research_data,4,general,False,22,False,hospital_network,41,read,DENY
doctor,cardiology,2,13,False,27,prescription,2,oncology,True,6,False,remote,22,share,DENY
doctor,general,2,1,True,37,medical_record,2,general,True,8,False,remote,18,write,ALLOW
pharmacist,research,4,20,False,42,medical_image,4,research,True,2,False,remote,35,share,DENY
pharmacist,research,3,6,True,62,medical_record,5,research,True,17,False,hospital_network,49,share,DENY
admin,admin_office,3,21,False,64,billing,4,admin_office,False,10,False,hospital_network,5,delete,DENY
pharmacist,cardiology,5,31,False,64,prescription,3,research,True,4,False,office_network,13,delete,DENY
doctor,general,1,33,False,31,medical_record,4,general,True,13,False,office_network,5,read,ALLOW
nurse,oncology,2,35,False,22,medical_record,3,oncology,False,17,False,hospital_network,17,read,ALLOW
doctor,general,3,8,True,44,medical_image,5,research,True,14,False,remote,5,delete,DENY
admin,admin_office,3,31,False,46,research_data,3,research,True,7,False,remote,1,share,DENY
pharmacist,cardiology,1,19,True,54,medical_image,5,oncology,True,5,False,remote,29,share,DENY
nurse,cardiology,2,14,False,54,medical_image,3,admin_office,False,19,True,office_network,43,write,DENY
admin,admin_office,2,10,False,48,billing,3,admin_office,True,8,False,office_network,18,read,ALLOW
nurse,general,2,26,True,64,lab_result,5,general,True,16,False,office_network,17,read,ALLOW
patient,general,2,14,False,51,medical_record,4,oncology,True,8,False,office_network,10,write,DENY
researcher,research,2,4,True,54,research_data,2,research,False,11,False,remote,15,read,ALLOW
pharmacist,general,3,15,False,41,research_data,2,general,False,16,False,remote,45,share,DENY
patient,cardiology,2,33,False,37,medical_record,2,cardiology,True,12,False,office_network,11,read,ALLOW
patient,general,1,21,False,49,medical_record,1,general,False,16,False,remote,20,read,DENY
nurse,general,5,24,True,43,billing,1,general,True,23,False,office_network,9,delete,DENY
admin,admin_office,4,31,False,45,lab_result,4,oncology,True,0,False,hospital_network,43,delete,DENY
researcher,research,4,39,True,62,medical_record,5,general,False,4,False,remote,16,share,DENY
doctor,cardiology,1,23,False,28,billing,1,admin_office,True,9,False,remote,0,share,DENY
researcher,research,5,36,False,24,research_data,3,oncology,True,4,False,remote,41,write,DENY
patient,cardiology,5,7,True,38,billing,1,oncology,True,16,False,hospital_network,24,delete,DENY
admin,admin_office,2,4,True,46,medical_image,3,general,True,18,False,remote,30,write,DENY
patient,research,5,25,False,47,medical_record,2,research,False,9,False,office_network,3,read,ALLOW
researcher,research,2,26,True,59,research_data,4,research,False,15,False,hospital_network,14,read,ALLOW
researcher,research,5,31,True,32,research_data,4,research,False,18,False,hospital_network,7,read,ALLOW
researcher,research,4,31,False,40,research_data,2,research,False,13,False,office_network,3,read,ALLOW
pharmacist,research,4,8,False,54,lab_result,2,oncology,False,10,False,remote,20,delete,DENY
patient,cardiology,2,5,True,33,medical_record,1,cardiology,True,12,False,office_network,12,read,ALLOW
patient,admin_office,4,22,True,39,medical_record,3,admin_office,True,11,False,office_network,12,write,DENY
admin,admin_office,5,16,False,45,billing,4,admin_office,True,10,False,remote,14,write,DENY
pharmacist,cardiology,1,15,False,41,research_data,3,admin_office,True,21,False,remote,14,write,DENY
pharmacist,general,3,39,False,59,billing,2,research,False,13,True,remote,5,delete,DENY
doctor,general,2,6,False,31,medical_record,3,general,True,13,False,office_network,1,write,ALLOW
nurse,cardiology,4,32,True,50,medical_record,5,admin_office,True,3,False,remote,44,delete,DENY
patient,research,3,26,True,23,research_data,2,admin_office,False,0,False,hospital_network,1,write,DENY
nurse,research,4,39,True,60,medical_record,2,research,True,16,False,hospital_network,9,read,ALLOW
pharmacist,oncology,2,2,False,51,prescription,3,oncology,False,14,False,office_network,7,read,ALLOW
admin,admin_office,4,1,False,25,billing,4,admin_office,True,9,False,remote,14,read,DENY
doctor,oncology,2,39,False,38,prescription,3,cardiology,True,6,False,office_network,12,share,DENY
pharmacist,admin_office,2,4,True,28,prescription,3,admin_office,True,9,False,hospital_network,11,write,DENY
pharmacist,admin_office,5,10,True,39,prescription,5,admin_office,True,16,True,hospital_network,8,write,DENY
pharmacist,admin_office,3,7,True,47,prescription,2,admin_office,True,9,False,office_network,3,read,ALLOW
doctor,admin_office,4,33,True,65,lab_result,3,cardiology,True,18,False,hospital_network,46,read,DENY
doctor,general,5,24,True,51,medical_image,2,general,True,16,False,remote,5,read,ALLOW
nurse,research,3,38,True,44,medical_image,4,cardiology,True,7,False,remote,47,read,DENY
patient,general,3,26,False,53,lab_result,4,general,True,23,False,remote,0,write,DENY
researcher,research,4,5,True,48,research_data,3,research,False,16,False,hospital_network,0,read,ALLOW
admin,admin_office,3,23,False,46,billing,2,admin_office,True,17,False,hospital_network,11,write,ALLOW
researcher,research,1,2,True,28,research_data,3,oncology,True,13,False,office_network,34,share,DENY
doctor,oncology,5,32,False,61,billing,2,cardiology,True,6,True,hospital_network,24,delete,DENY
patient,admin_office,1,31,False,35,medical_record,5,research,True,13,True,remote,19,write,DENY
admin,admin_office,2,1,True,39,billing,4,admin_office,True,13,False,hospital_network,9,read,ALLOW
patient,general,3,35,True,30,prescription,3,admin_office,True,1,False,hospital_network,36,write,DENY
patient,general,5,29,False,22,medical_record,2,general,True,10,False,office_network,0,read,ALLOW
patient,admin_office,1,16,False,35,medical_record,3,admin_office,False,17,False,hospital_network,1,read,ALLOW
admin,admin_office,4,40,False,49,billing,1,general,True,8,False,remote,3,delete,DENY
doctor,research,4,17,True,24,prescription,4,research,False,13,False,remote,11,read,ALLOW
patient,oncology,2,25,False,23,billing,1,cardiology,True,2,False,remote,41,write,DENY
admin,admin_office,3,13,False,63,lab_result,4,general,True,23,False,hospital_network,14,share,DENY
pharmacist,research,2,32,False,44,medical_record,5,admin_office,False,13,False,office_network,2,share,DENY
admin,admin_office,3,37,True,35,billing,3,admin_office,False,17,False,hospital_network,20,write,ALLOW
admin,admin_office,3,15,False,40,billing,3,admin_office,True,16,False,office_network,6,read,ALLOW
admin,admin_office,1,35,True,34,billing,4,admin_office,True,16,False,hospital_network,3,read,ALLOW
researcher,research,5,14,True,25,medical_record,3,research,True,13,False,hospital_network,13,delete,DENY
nurse,cardiology,3,29,False,61,prescription,3,cardiology,True,7,False,hospital_network,24,read,DENY
pharmacist,research,1,31,False,62,medical_record,3,cardiology,True,8,False,remote,27,write,DENY
nurse,general,4,14,True,50,medical_image,3,general,False,19,False,office_network,25,share,DENY
doctor,oncology,1,20,True,22,prescription,2,oncology,False,8,False,hospital_network,0,write,ALLOW
researcher,research,2,17,True,23,research_data,2,research,False,18,False,remote,5,read,ALLOW
nurse,research,3,40,False,33,billing,3,admin_office,True,8,False,office_network,13,share,DENY
pharmacist,research,4,39,False,49,prescription,5,research,True,10,True,hospital_network,5,read,ALLOW
admin,admin_office,2,26,False,38,billing,2,admin_office,False,17,False,remote,14,write,DENY
nurse,oncology,2,17,True,65,billing,2,oncology,True,3,True,remote,43,read,DENY
pharmacist,general,2,13,True,63,prescription,4,general,True,18,False,office_network,16,read,ALLOW
patient,oncology,4,12,True,27,medical_record,3,oncology,True,14,True,office_network,19,read,ALLOW
pharmacist,research,1,13,True,52,billing,3,oncology,True,3,True,hospital_network,25,read,DENY
doctor,oncology,4,39,False,58,lab_result,4,cardiology,False,23,True,office_network,49,read,DENY
patient,general,2,21,False,41,medical_record,3,general,True,9,False,remote,6,read,DENY
patient,admin_office,5,22,True,46,medical_record,2,admin_office,False,13,False,hospital_network,1,read,ALLOW
doctor,cardiology,1,2,True,22,medical_image,3,cardiology,True,11,True,office_network,7,read,ALLOW
researcher,research,2,5,True,62,billing,3,cardiology,True,12,False,office_network,32,read,DENY
nurse,general,3,18,True,25,billing,1,cardiology,True,21,False,office_network,10,write,DENY
researcher,research,1,30,False,58,research_data,3,research,False,12,False,office_network,17,read,ALLOW
doctor,research,3,31,True,38,prescription,2,general,False,1,False,hospital_network,36,write,DENY
pharmacist,general,1,15,False,55,medical_record,5,admin_office,True,1,False,hospital_network,29,share,DENY
doctor,research,5,40,False,38,medical_record,4,research,True,18,False,office_network,15,share,DENY
patient,general,2,8,True,33,medical_record,2,general,True,10,False,hospital_network,1,read,ALLOW
admin,admin_office,1,3,False,24,billing,2,admin_office,True,8,False,office_network,5,write,ALLOW
admin,admin_office,3,8,True,27,billing,4,admin_office,True,14,False,remote,8,read,ALLOW
admin,admin_office,2,25,False,46,billing,2,admin_office,True,17,True,office_network,10,read,ALLOW
doctor,cardiology,3,11,True,37,research_data,3,general,True,19,False,remote,14,write,DENY
admin,admin_office,3,5,False,53,billing,2,admin_office,False,15,False,hospital_network,15,read,ALLOW
patient,research,1,19,True,30,medical_record,1,research,True,11,False,remote,0,read,ALLOW
nurse,research,3,39,False,48,medical_image,4,general,True,19,False,remote,43,delete,DENY
admin,admin_office,4,3,False,29,prescription,2,research,False,2,False,office_network,46,read,DENY
nurse,general,5,3,False,60,medical_record,4,cardiology,True,4,False,hospital_network,43,delete,DENY
admin,admin_office,3,28,False,23,billing,4,admin_office,True,13,False,hospital_network,7,read,ALLOW
doctor,admin_office,1,25,False,39,lab_result,2,admin_office,True,14,False,remote,10,delete,DENY
patient,oncology,1,9,True,32,research_data,3,oncology,True,17,False,hospital_network,49,write,DENY
patient,oncology,3,19,False,47,medical_record,3,oncology,True,18,False,remote,5,write,DENY
admin,admin_office,1,17,False,53,billing,3,admin_office,False,8,False,hospital_network,19,write,ALLOW
admin,admin_office,5,33,False,47,billing,3,admin_office,False,4,False,office_network,2,read,ALLOW
admin,admin_office,4,0,True,44,medical_image,4,cardiology,False,11,False,remote,47,write,DENY
admin,admin_office,1,7,True,56,billing,3,admin_office,True,10,False,hospital_network,10,read,ALLOW
admin,admin_office,4,26,False,53,medical_record,4,general,False,13,False,hospital_network,31,delete,DENY
researcher,research,5,20,False,30,research_data,3,research,False,15,True,office_network,14,write,DENY
patient,admin_office,1,15,False,29,research_data,3,research,False,5,False,hospital_network,34,share,DENY
doctor,general,3,7,False,52,prescription,3,general,True,10,False,remote,7,read,DENY
nurse,oncology,2,22,False,56,lab_result,5,oncology,True,12,False,hospital_network,8,read,ALLOW
admin,admin_office,3,29,False,26,billing,3,admin_office,True,17,False,hospital_network,6,delete,DENY
admin,admin_office,5,11,True,29,research_data,3,research,True,8,False,remote,10,share,DENY
patient,research,1,12,False,46,medical_record,2,research,True,10,False,hospital_network,20,read,ALLOW
nurse,research,5,14,True,39,medical_record,3,research,True,13,False,hospital_network,7,read,ALLOW
nurse,admin_office,5,29,True,49,lab_result,4,admin_office,True,17,True,office_network,7,read,ALLOW
nurse,admin_office,5,14,False,23,medical_record,2,admin_office,True,10,False,office_network,20,read,ALLOW
nurse,general,3,11,False,62,research_data,2,admin_office,True,12,False,remote,15,share,DENY
researcher,research,4,4,True,29,lab_result,3,oncology,True,2,False,remote,34,share,DENY
pharmacist,oncology,3,17,False,51,prescription,4,oncology,False,16,True,office_network,14,read,ALLOW
nurse,research,5,8,True,22,medical_image,3,oncology,False,13,False,remote,35,write,DENY
nurse,general,2,18,True,34,medical_record,2,general,True,9,False,office_network,7,write,DENY
patient,cardiology,2,5,True,44,medical_record,3,general,True,11,False,office_network,49,read,DENY
researcher,research,4,28,False,53,research_data,5,research,False,8,True,office_network,4,write,DENY
researcher,research,1,20,True,22,research_data,4,research,False,9,False,hospital_network,5,read,ALLOW
doctor,oncology,5,33,False,34,lab_result,2,admin_office,True,8,False,remote,39,delete,DENY
researcher,research,1,22,True,22,research_data,3,research,False,18,False,remote,4,read,ALLOW
admin,admin_office,4,16,True,37,medical_image,4,research,False,18,False,remote,21,delete,DENY
patient,oncology,1,39,False,24,medical_record,3,oncology,True,14,False,office_network,16,write,DENY
pharmacist,oncology,3,12,True,55,prescription,3,oncology,False,13,False,office_network,13,read,ALLOW
pharmacist,research,2,6,False,64,prescription,3,oncology,True,13,True,hospital_network,2,write,DENY
researcher,research,5,23,True,28,research_data,4,research,False,10,False,hospital_network,15,read,ALLOW
researcher,research,2,2,True,49,billing,2,oncology,True,12,False,hospital_network,10,delete,DENY
admin,admin_office,5,32,True,38,billing,5,admin_office,True,11,False,remote,0,share,DENY
patient,general,2,6,False,42,lab_result,4,cardiology,True,15,False,office_network,35,delete,DENY
doctor,cardiology,1,29,True,44,medical_image,5,cardiology,True,9,True,hospital_network,40,write,DENY
researcher,research,3,37,True,51,research_data,4,research,False,9,False,hospital_network,16,read,ALLOW
patient,research,3,10,True,41,lab_result,3,research,True,4,True,hospital_network,28,delete,DENY
pharmacist,admin_office,5,29,False,34,billing,2,cardiology,True,9,True,office_network,12,delete,DENY
pharmacist,general,2,30,False,25,billing,2,general,True,13,False,hospital_network,39,write,DENY
patient,oncology,4,30,False,42,medical_record,2,oncology,True,10,True,office_network,1,write,DENY
pharmacist,oncology,2,31,False,62,prescription,4,research,True,23,False,hospital_network,7,share,DENY
pharmacist,cardiology,5,34,True,26,research_data,4,oncology,False,13,False,hospital_network,27,delete,DENY
researcher,research,5,33,True,65,medical_image,3,research,True,23,False,hospital_network,6,write,DENY
pharmacist,cardiology,3,39,False,54,medical_record,4,oncology,False,23,False,hospital_network,23,delete,DENY
patient,research,1,40,False,59,medical_record,1,research,True,13,True,hospital_network,14,read,ALLOW
patient,admin_office,1,24,True,47,medical_record,2,admin_office,False,13,False,office_network,20,delete,DENY
nurse,admin_office,3,18,False,51,lab_result,1,admin_office,True,10,False,remote,7,share,DENY
pharmacist,oncology,5,31,False,31,prescription,3,oncology,False,17,False,office_network,9,read,ALLOW
researcher,research,2,18,True,36,lab_result,3,admin_office,True,21,False,office_network,38,delete,DENY
patient,general,4,6,False,61,medical_record,2,general,False,17,False,remote,12,read,DENY
admin,admin_office,1,12,True,24,medical_image,5,oncology,True,5,False,hospital_network,8,share,DENY
researcher,research,1,20,False,49,medical_image,3,admin_office,True,17,False,hospital_network,27,read,DENY
pharmacist,cardiology,3,33,True,29,lab_result,2,research,False,18,False,remote,14,read,DENY
doctor,general,2,6,True,31,medical_record,5,general,False,11,False,office_network,15,write,ALLOW
admin,admin_office,1,11,False,34,prescription,4,oncology,False,2,False,remote,3,read,DENY
nurse,admin_office,4,13,False,52,lab_result,3,admin_office,False,10,True,remote,14,share,DENY
doctor,general,1,29,True,42,lab_result,3,general,True,13,True,office_network,3,write,ALLOW
nurse,oncology,5,19,False,52,lab_result,2,oncology,False,9,False,remote,2,delete,DENY
nurse,admin_office,4,30,True,56,lab_result,3,admin_office,True,10,False,hospital_network,1,read,ALLOW
doctor,admin_office,4,34,True,65,medical_image,3,admin_office,False,17,False,hospital_network,1,read,ALLOW
researcher,research,4,12,False,25,research_data,3,research,False,12,False,remote,11,read,DENY
doctor,oncology,2,40,True,30,lab_result,4,oncology,True,14,False,office_network,11,write,ALLOW
patient,research,3,32,False,51,medical_record,2,research,True,15,True,hospital_network,20,write,DENY
patient,admin_office,1,4,True,33,billing,2,cardiology,True,1,False,remote,29,read,DENY
nurse,admin_office,1,4,True,57,lab_result,3,admin_office,False,8,True,office_network,17,share,DENY
doctor,cardiology,2,40,False,65,prescription,2,cardiology,True,15,False,hospital_network,1,read,ALLOW
researcher,research,5,20,False,43,medical_record,3,research,True,14,False,remote,36,write,DENY
admin,admin_office,4,33,True,50,billing,2,admin_office,True,11,False,remote,12,read,ALLOW
nurse,research,5,38,False,55,prescription,4,general,True,21,True,office_network,23,delete,DENY
pharmacist,oncology,3,27,False,44,prescription,2,oncology,True,14,False,office_network,20,read,ALLOW
researcher,research,2,33,False,31,research_data,3,research,False,12,True,remote,8,read,DENY
researcher,research,2,12,False,34,medical_record,4,oncology,True,10,True,remote,35,read,DENY
doctor,general,4,35,True,48,lab_result,3,general,False,15,False,hospital_network,5,read,ALLOW
researcher,research,1,24,True,27,research_data,5,research,False,10,False,hospital_network,18,read,ALLOW
nurse,cardiology,3,38,True,27,medical_record,3,cardiology,False,12,False,office_network,14,read,ALLOW
nurse,admin_office,2,40,True,60,lab_result,3,admin_office,True,9,True,remote,12,delete,DENY
doctor,oncology,3,17,True,41,research_data,3,oncology,True,22,False,office_network,47,share,DENY
researcher,research,2,18,False,45,lab_result,4,cardiology,True,10,False,remote,6,write,DENY
researcher,research,4,4,True,61,research_data,5,research,False,10,False,remote,19,write,DENY
researcher,research,4,9,False,32,research_data,4,research,False,11,False,remote,0,share,DENY
pharmacist,admin_office,3,1,False,50,lab_result,4,cardiology,True,2,True,hospital_network,12,write,DENY
nurse,admin_office,5,10,False,54,medical_record,2,admin_office,False,8,False,office_network,9,read,ALLOW
patient,general,5,27,False,34,lab_result,4,oncology,True,8,False,office_network,7,write,DENY
nurse,cardiology,3,33,False,30,lab_result,3,cardiology,False,11,False,hospital_network,3,delete,DENY
admin,admin_office,3,30,True,27,billing,4,admin_office,True,12,False,office_network,14,share,DENY
patient,cardiology,1,38,False,53,lab_result,4,research,True,0,False,office_network,25,share,DENY
pharmacist,admin_office,5,7,True,48,prescription,2,admin_office,True,18,False,office_network,2,share,DENY
pharmacist,cardiology,5,29,False,46,research_data,3,general,True,9,False,remote,9,read,DENY
patient,admin_office,2,24,True,40,lab_result,4,oncology,True,9,True,office_network,45,read,DENY
pharmacist,research,4,28,False,42,billing,3,admin_office,True,7,False,office_network,24,write,DENY
doctor,admin_office,2,14,False,36,lab_result,4,research,True,1,False,office_network,5,share,DENY
patient,oncology,2,31,True,54,medical_image,5,admin_office,False,0,False,hospital_network,31,share,DENY
pharmacist,cardiology,2,31,False,54,medical_image,5,cardiology,True,21,False,remote,37,write,DENY
admin,admin_office,2,3,True,53,billing,2,admin_office,True,11,True,hospital_network,2,read,ALLOW
